"","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count"
"840","2011-02-18 10:00:00",1,0,1,2,18.04,21.97,72,15.0013,17,78,95
"3701","2011-09-05 02:00:00",3,1,0,2,27.88,31.82,79,11.0014,17,22,39
"4463","2011-10-17 23:00:00",4,0,1,2,19.68,23.485,88,0,10,52,62
"4715","2011-11-09 12:00:00",4,0,1,1,20.5,24.24,51,11.0014,24,156,180
"10581","2012-12-07 06:00:00",4,0,1,2,11.48,13.635,75,11.0014,0,84,84
"2747","2011-07-03 08:00:00",3,0,0,1,27.88,31.82,79,15.0013,39,53,92
"2700","2011-07-01 09:00:00",3,0,1,1,30.34,32.575,35,11.0014,58,202,260
"3284","2011-08-06 17:00:00",3,0,0,3,30.34,35.605,79,11.0014,61,88,149
"3119","2011-07-18 20:00:00",3,0,1,1,31.98,37.12,59,15.0013,91,232,323
"4077","2011-10-01 21:00:00",4,0,0,3,14.76,18.18,87,7.0015,3,53,56
"7539","2012-05-13 11:00:00",2,0,0,1,25.42,31.06,57,16.9979,150,278,428
"1336","2011-04-01 12:00:00",2,0,1,1,13.94,15.15,53,23.9994,15,80,95
"9876","2012-10-15 20:00:00",4,0,1,2,21.32,25,72,26.0027,19,237,256
"10026","2012-11-03 02:00:00",4,0,0,2,13.94,15.91,49,16.9979,10,36,46
"1401","2011-04-04 05:00:00",2,0,1,1,16.4,20.455,62,16.9979,0,7,7
"4142","2011-10-04 14:00:00",4,0,1,1,23.78,27.275,53,16.9979,27,156,183
"10814","2012-12-16 23:00:00",4,0,0,2,14.76,17.425,93,8.9981,4,29,33
"3224","2011-08-04 05:00:00",3,0,1,2,27.88,31.82,89,0,3,17,20
"10576","2012-12-07 01:00:00",4,0,1,2,9.84,11.365,70,12.998,2,26,28
"5427","2012-01-01 04:00:00",1,0,0,1,11.48,15.15,81,6.0032,0,8,8
"5670","2012-01-11 09:00:00",1,0,1,2,8.2,10.605,86,8.9981,7,218,225
"8242","2012-07-04 18:00:00",3,1,0,1,36.9,42.425,42,12.998,159,271,430
"9113","2012-09-03 01:00:00",3,1,0,2,27.88,31.82,89,11.0014,18,37,55
"9761","2012-10-11 01:00:00",4,0,1,1,18.04,21.97,47,12.998,1,10,11
"7856","2012-06-07 16:00:00",2,0,1,1,29.52,32.575,34,15.0013,77,389,466
"3086","2011-07-17 11:00:00",3,0,0,1,31.16,34.85,55,19.0012,147,244,391
"3246","2011-08-05 03:00:00",3,0,1,1,26.24,29.545,78,6.0032,0,6,6
"2475","2011-06-11 00:00:00",2,0,0,1,28.7,33.335,79,8.9981,28,89,117
"2689","2011-06-19 22:00:00",2,0,0,1,27.06,30.305,78,15.0013,38,114,152
"2266","2011-06-02 07:00:00",2,0,1,1,28.7,31.82,34,16.9979,19,285,304
"4803","2011-11-13 04:00:00",4,0,0,2,14.76,17.425,62,8.9981,1,5,6
"8556","2012-07-17 20:00:00",3,0,1,1,35.26,37.88,34,11.0014,52,375,427
"5832","2012-01-18 04:00:00",1,0,1,1,13.94,14.395,46,35.0008,0,1,1
"7569","2012-05-14 17:00:00",2,0,1,3,22.96,26.515,88,16.9979,25,204,229
"2459","2011-06-10 08:00:00",2,0,1,1,30.34,34.09,58,8.9981,29,423,452
"2705","2011-07-01 14:00:00",3,0,1,1,33.62,34.85,23,12.998,78,225,303
"2950","2011-07-11 19:00:00",3,0,1,1,34.44,41.665,59,22.0028,80,293,373
"11","2011-01-01 10:00:00",1,0,0,1,15.58,19.695,76,16.9979,12,24,36
"356","2011-01-16 07:00:00",1,0,0,2,9.84,10.605,56,19.9995,0,3,3
"9496","2012-09-19 00:00:00",3,0,1,2,22.96,26.515,68,19.0012,3,23,26
"734","2011-02-13 22:00:00",1,0,0,1,16.4,20.455,35,19.9995,5,31,36
"1732","2011-04-18 01:00:00",2,0,1,1,18.86,22.725,47,8.9981,11,8,19
"1439","2011-04-05 19:00:00",2,0,1,1,14.76,16.665,43,19.9995,12,148,160
"9362","2012-09-13 10:00:00",3,0,1,1,26.24,31.06,61,6.0032,63,149,212
"7859","2012-06-07 19:00:00",2,0,1,1,28.7,31.82,34,19.0012,65,537,602
"7121","2012-04-15 01:00:00",2,0,0,2,22.14,25.76,56,11.0014,17,89,106
"9923","2012-10-17 19:00:00",4,0,1,1,20.5,24.24,72,12.998,49,467,516
"2449","2011-06-09 22:00:00",2,0,1,2,30.34,34.09,58,11.0014,22,131,153
"9025","2012-08-18 09:00:00",3,0,0,1,27.06,31.06,65,19.0012,81,211,292
"9664","2012-10-07 00:00:00",4,0,0,1,18.04,21.97,62,11.0014,28,99,127
"292","2011-01-13 14:00:00",1,0,1,1,9.02,9.85,41,26.0027,3,39,42
"2480","2011-06-11 05:00:00",2,0,0,1,27.88,31.82,74,8.9981,4,12,16
"5685","2012-01-12 00:00:00",1,0,1,3,13.94,16.665,93,12.998,0,3,3
"8325","2012-07-08 05:00:00",3,0,0,1,31.98,37.12,62,0,1,5,6
"3526","2011-08-16 19:00:00",3,0,1,1,30.34,33.335,48,12.998,56,320,376
"9910","2012-10-17 06:00:00",4,0,1,1,15.58,19.695,82,0,7,171,178
"7591","2012-05-15 15:00:00",2,0,1,2,28.7,32.575,61,6.0032,51,205,256
"4923","2011-11-18 04:00:00",4,0,1,1,9.02,11.365,44,11.0014,0,5,5
"4790","2011-11-12 15:00:00",4,0,0,1,21.32,25,29,19.0012,165,221,386
"1148","2011-03-12 11:00:00",1,0,0,1,13.94,15.15,49,22.0028,36,83,119
"8468","2012-07-14 04:00:00",3,0,0,3,27.06,31.06,61,7.0015,3,6,9
"4720","2011-11-09 17:00:00",4,0,1,1,18.86,22.725,63,7.0015,27,458,485
"10368","2012-11-17 09:00:00",4,0,0,1,13.94,15.91,49,15.0013,48,200,248
"523","2011-02-04 22:00:00",1,0,1,2,9.84,12.12,65,11.0014,1,45,46
"8205","2012-07-03 05:00:00",3,0,1,1,28.7,32.575,61,0,2,33,35
"2768","2011-07-04 05:00:00",3,1,0,2,26.24,28.79,83,8.9981,1,3,4
"1237","2011-03-16 08:00:00",1,0,1,2,13.12,15.91,93,0,26,227,253
"6199","2012-02-14 12:00:00",1,0,1,2,12.3,14.395,52,15.0013,10,162,172
"6110","2012-02-10 19:00:00",1,0,1,2,13.12,17.425,57,0,16,246,262
"5183","2011-12-10 00:00:00",4,0,0,2,10.66,13.635,81,7.0015,11,66,77
"1132","2011-03-11 19:00:00",1,0,1,1,12.3,13.635,56,22.0028,7,111,118
"5265","2011-12-13 10:00:00",4,0,1,1,12.3,15.15,52,11.0014,3,99,102
"6047","2012-02-08 04:00:00",1,0,1,1,9.84,12.88,70,6.0032,0,1,1
"7862","2012-06-07 22:00:00",2,0,1,1,24.6,31.06,46,11.0014,35,193,228
"3105","2011-07-18 06:00:00",3,0,1,1,26.24,28.79,83,7.0015,10,95,105
"9151","2012-09-04 15:00:00",3,0,1,1,32.8,38.635,59,31.0009,68,224,292
"10196","2012-11-10 05:00:00",4,0,0,1,11.48,15.91,87,0,1,9,10
"1045","2011-03-08 01:00:00",1,0,1,1,9.84,12.12,52,8.9981,0,4,4
"9314","2012-09-11 10:00:00",3,0,1,1,25.42,31.06,38,0,54,142,196
"4633","2011-11-06 02:00:00",4,0,0,1,10.66,15.15,81,0,6,23,29
"2453","2011-06-10 02:00:00",2,0,1,1,27.88,31.82,69,11.0014,6,7,13
"2842","2011-07-07 07:00:00",3,0,1,2,27.06,29.545,89,7.0015,13,279,292
"6880","2012-04-04 23:00:00",2,0,1,1,21.32,25,23,27.9993,19,112,131
"5881","2012-02-01 05:00:00",1,0,1,1,16.4,20.455,50,11.0014,0,18,18
"4151","2011-10-04 23:00:00",4,0,1,1,19.68,23.485,77,8.9981,6,60,66
"3178","2011-08-02 07:00:00",3,0,1,1,29.52,33.335,61,19.0012,15,320,335
"9605","2012-10-04 13:00:00",4,0,1,2,29.52,33.335,58,22.0028,63,231,294
"10409","2012-11-19 02:00:00",4,0,1,2,14.76,16.665,66,16.9979,0,5,5
"2832","2011-07-06 21:00:00",3,0,1,1,28.7,33.335,79,12.998,66,175,241
"5638","2012-01-10 00:00:00",1,0,1,2,9.02,12.12,87,7.0015,0,14,14
"7108","2012-04-14 12:00:00",2,0,0,1,23.78,27.275,35,16.9979,274,404,678
"10171","2012-11-09 04:00:00",4,0,1,1,13.12,14.395,53,23.9994,0,14,14
"775","2011-02-15 16:00:00",1,0,1,1,13.94,15.91,19,16.9979,21,77,98
"3288","2011-08-06 21:00:00",3,0,0,2,28.7,33.335,84,22.0028,28,86,114
"5682","2012-01-11 21:00:00",1,0,1,3,13.94,15.91,87,15.0013,0,29,29
"7454","2012-05-09 22:00:00",2,0,1,3,19.68,23.485,82,7.0015,5,62,67
"8704","2012-08-05 00:00:00",3,0,0,1,30.34,34.85,70,19.0012,32,121,153
"4443","2011-10-17 03:00:00",4,0,1,1,22.96,26.515,49,12.998,0,2,2
"10066","2012-11-04 18:00:00",4,0,0,1,14.76,17.425,43,15.0013,31,206,237
"1255","2011-03-17 02:00:00",1,0,1,1,13.94,15.15,71,19.9995,3,5,8
"6109","2012-02-10 18:00:00",1,0,1,3,12.3,15.15,61,8.9981,14,345,359
"2693","2011-07-01 02:00:00",3,0,1,1,25.42,30.305,69,0,6,7,13
"4616","2011-11-05 09:00:00",4,0,0,1,12.3,13.635,56,19.9995,30,111,141
"1248","2011-03-16 19:00:00",1,0,1,2,18.04,21.97,51,22.0028,18,150,168
"3561","2011-08-18 06:00:00",3,0,1,2,26.24,29.545,78,16.9979,6,97,103
"5413","2011-12-19 14:00:00",4,0,1,1,14.76,17.425,46,15.0013,30,107,137
"3810","2011-09-09 17:00:00",3,0,1,1,28.7,33.335,79,16.9979,54,451,505
"6545","2012-03-09 22:00:00",1,0,1,1,13.94,14.395,31,32.9975,7,100,107
"1918","2011-05-06 19:00:00",2,0,1,3,22.14,25.76,52,23.9994,39,253,292
"10079","2012-11-05 07:00:00",4,0,1,2,12.3,14.395,49,16.9979,8,453,461
"10654","2012-12-10 07:00:00",4,0,1,2,15.58,19.695,94,16.9979,3,291,294
"7355","2012-05-05 19:00:00",2,0,0,2,25.42,29.545,73,22.0028,151,254,405
"10396","2012-11-18 13:00:00",4,0,0,1,16.4,20.455,62,22.0028,113,334,447
"6861","2012-04-04 04:00:00",2,0,1,1,17.22,21.21,67,6.0032,0,1,1
"8338","2012-07-08 18:00:00",3,0,0,1,31.98,37.12,62,7.0015,54,199,253
"1456","2011-04-06 12:00:00",2,0,1,1,18.04,21.97,41,16.9979,22,112,134
"5330","2011-12-16 03:00:00",4,0,1,1,18.86,22.725,82,8.9981,2,3,5
"5049","2011-12-04 10:00:00",4,0,0,1,13.12,16.665,81,8.9981,36,180,216
"9956","2012-10-19 04:00:00",4,0,1,2,22.96,26.515,83,0,1,5,6
"5894","2012-02-01 18:00:00",1,0,1,1,22.96,26.515,46,11.0014,12,514,526
"5168","2011-12-09 09:00:00",4,0,1,1,10.66,14.395,81,6.0032,8,256,264
"7761","2012-06-03 17:00:00",2,0,0,1,28.7,31.82,34,16.9979,192,386,578
"3399","2011-08-11 12:00:00",3,0,1,1,31.98,34.09,31,16.9979,50,164,214
"5290","2011-12-14 11:00:00",4,0,1,2,13.94,18.18,55,0,12,103,115
"5693","2012-01-12 08:00:00",1,0,1,1,13.12,15.91,81,12.998,11,497,508
"2521","2011-06-12 22:00:00",2,0,0,1,26.24,28.79,83,8.9981,31,97,128
"3757","2011-09-07 11:00:00",3,0,1,3,24.6,25.76,94,0,1,9,10
"8073","2012-06-16 17:00:00",2,0,0,2,29.52,32.575,37,16.9979,244,349,593
"10","2011-01-01 09:00:00",1,0,0,1,13.12,17.425,76,0,8,6,14
"2829","2011-07-06 18:00:00",3,0,1,1,31.16,35.605,62,12.998,77,486,563
"4628","2011-11-05 21:00:00",4,0,0,1,13.12,17.425,66,0,19,99,118
"4718","2011-11-09 15:00:00",4,0,1,1,21.32,25,45,15.0013,21,130,151
"10706","2012-12-12 11:00:00",4,0,1,2,13.12,15.15,49,15.0013,24,148,172
"3220","2011-08-04 01:00:00",3,0,1,2,27.06,29.545,94,6.0032,3,14,17
"7824","2012-06-06 08:00:00",2,0,1,1,22.14,25.76,68,0,31,637,668
"6019","2012-02-07 00:00:00",1,0,1,1,12.3,14.395,70,12.998,1,22,23
"1337","2011-04-01 13:00:00",2,0,1,1,14.76,16.665,50,23.9994,18,92,110
"2517","2011-06-12 18:00:00",2,0,0,1,28.7,33.335,74,11.0014,69,187,256
"6917","2012-04-06 12:00:00",2,0,1,1,17.22,21.21,35,19.9995,113,224,337
"6085","2012-02-09 18:00:00",1,0,1,1,13.94,16.665,31,11.0014,13,404,417
"1185","2011-03-14 01:00:00",1,0,1,1,10.66,14.395,65,6.0032,0,1,1
"7446","2012-05-09 14:00:00",2,0,1,2,26.24,31.06,53,16.9979,68,175,243
"5902","2012-02-02 02:00:00",1,0,1,2,17.22,21.21,67,8.9981,2,7,9
"4274","2011-10-10 02:00:00",4,1,0,1,19.68,23.485,88,0,4,15,19
"4106","2011-10-03 02:00:00",4,0,1,1,14.76,18.18,76,7.0015,0,4,4
"876","2011-02-19 22:00:00",1,0,0,1,12.3,12.88,28,32.9975,2,42,44
"7468","2012-05-10 12:00:00",2,0,1,1,21.32,25,48,27.9993,65,207,272
"4564","2011-11-03 05:00:00",4,0,1,1,13.12,16.665,81,8.9981,1,27,28
"2124","2011-05-15 09:00:00",2,0,0,1,23.78,27.275,83,16.9979,36,98,134
"275","2011-01-12 21:00:00",1,0,1,1,6.56,6.82,55,22.0028,0,57,57
"7668","2012-05-18 20:00:00",2,0,1,1,25.42,31.06,41,11.0014,73,264,337
"431","2011-01-19 23:00:00",1,0,1,1,12.3,13.635,52,31.0009,1,27,28
"10769","2012-12-15 02:00:00",4,0,0,1,10.66,15.15,81,0,6,63,69
"5222","2011-12-11 15:00:00",4,0,0,1,12.3,16.665,26,0,47,219,266
"144","2011-01-07 06:00:00",1,0,1,2,8.2,12.88,69,0,8,26,34
"4701","2011-11-08 22:00:00",4,0,1,1,14.76,18.94,87,0,13,95,108
"4315","2011-10-11 19:00:00",4,0,1,2,23.78,27.275,83,15.0013,33,285,318
"3600","2011-08-19 21:00:00",3,0,1,1,25.42,28.79,83,8.9981,18,89,107
"399","2011-01-18 14:00:00",1,0,1,2,9.02,11.365,80,11.0014,2,26,28
"8723","2012-08-05 19:00:00",3,0,0,1,28.7,33.335,84,15.0013,46,139,185
"880","2011-03-01 02:00:00",1,0,1,1,9.84,10.605,65,26.0027,0,4,4
"4617","2011-11-05 10:00:00",4,0,0,1,13.12,15.15,53,16.9979,56,171,227
"5517","2012-01-04 23:00:00",1,0,1,2,8.2,11.365,44,7.0015,0,32,32
"10494","2012-12-03 15:00:00",4,0,1,1,24.6,31.06,56,0,58,210,268
"1641","2011-04-14 06:00:00",2,0,1,1,13.94,17.425,76,7.0015,4,66,70
"3707","2011-09-05 08:00:00",3,1,0,2,27.06,30.305,78,12.998,45,56,101
"2615","2011-06-16 20:00:00",2,0,1,1,25.42,28.79,83,22.0028,25,176,201
"4071","2011-10-01 15:00:00",4,0,0,2,17.22,21.21,71,19.0012,41,154,195
"9352","2012-09-13 00:00:00",3,0,1,1,22.96,26.515,73,6.0032,11,46,57
"8871","2012-08-11 23:00:00",3,0,0,3,27.06,30.305,78,11.0014,42,121,163
"160","2011-01-07 22:00:00",1,0,1,2,7.38,9.85,43,11.0014,2,34,36
"7466","2012-05-10 10:00:00",2,0,1,1,20.5,24.24,51,27.9993,42,112,154
"4680","2011-11-08 01:00:00",4,0,1,1,13.12,16.665,93,7.0015,3,8,11
"6269","2012-02-17 10:00:00",1,0,1,1,13.94,15.91,71,19.0012,13,103,116
"4161","2011-10-05 09:00:00",4,0,1,1,22.14,25.76,60,19.9995,32,187,219
"6268","2012-02-17 09:00:00",1,0,1,2,10.66,15.15,100,0,8,275,283
"30","2011-01-02 06:00:00",1,0,0,3,17.22,21.21,77,19.9995,0,2,2
"2440","2011-06-09 13:00:00",2,0,1,1,36.9,40.91,37,6.0032,18,118,136
"4889","2011-11-16 18:00:00",4,0,1,3,18.86,22.725,88,26.0027,13,176,189
"7027","2012-04-11 02:00:00",2,0,1,1,13.12,15.15,45,19.0012,0,2,2
"9148","2012-09-04 12:00:00",3,0,1,1,31.16,36.365,70,19.0012,54,233,287
"8236","2012-07-04 12:00:00",3,1,0,1,35.26,39.395,41,15.0013,164,330,494
"7388","2012-05-07 04:00:00",2,0,1,2,18.86,22.725,88,8.9981,0,2,2
"9521","2012-10-01 01:00:00",4,0,1,1,18.04,21.97,77,6.0032,5,13,18
"6008","2012-02-06 13:00:00",1,0,1,1,15.58,19.695,40,15.0013,17,124,141
"3771","2011-09-08 01:00:00",3,0,1,3,25.42,27.275,94,7.0015,0,4,4
"10011","2012-11-02 11:00:00",4,0,1,1,17.22,21.21,41,27.9993,42,179,221
"8660","2012-08-03 04:00:00",3,0,1,1,27.06,30.305,83,16.9979,1,11,12
"201","2011-01-09 15:00:00",1,0,0,1,9.02,9.85,35,23.9994,5,77,82
"4042","2011-09-19 10:00:00",3,0,1,2,22.96,26.515,64,8.9981,21,84,105
"5774","2012-01-15 17:00:00",1,0,0,1,9.02,10.605,25,16.9979,15,131,146
"418","2011-01-19 10:00:00",1,0,1,2,10.66,13.635,93,8.9981,1,46,47
"2076","2011-05-13 09:00:00",2,0,1,2,20.5,24.24,88,12.998,18,215,233
"10791","2012-12-16 00:00:00",4,0,0,2,14.76,18.94,62,0,8,102,110
"326","2011-01-15 01:00:00",1,0,0,2,6.56,9.85,59,6.0032,2,18,20
"10061","2012-11-04 13:00:00",4,0,0,1,16.4,20.455,43,15.0013,122,371,493
"9676","2012-10-07 12:00:00",4,0,0,2,17.22,21.21,71,0,100,292,392
"9637","2012-10-05 21:00:00",4,0,1,1,24.6,29.545,69,15.0013,47,220,267
"134","2011-01-06 19:00:00",1,0,1,1,9.02,12.88,55,6.0032,3,109,112
"5132","2011-12-07 21:00:00",4,0,1,3,12.3,12.88,87,35.0008,0,6,6
"5459","2012-01-02 13:00:00",1,1,0,1,12.3,13.635,36,19.9995,26,150,176
"3050","2011-07-15 23:00:00",3,0,1,1,26.24,31.06,61,11.0014,41,126,167
"5836","2012-01-18 08:00:00",1,0,1,1,12.3,13.635,52,27.9993,15,474,489
"971","2011-03-04 21:00:00",1,0,1,2,12.3,14.395,70,15.0013,6,64,70
"9907","2012-10-17 03:00:00",4,0,1,1,14.76,18.94,87,0,0,7,7
"9694","2012-10-08 06:00:00",4,1,0,1,13.94,17.425,76,7.0015,5,54,59
"9142","2012-09-04 06:00:00",3,0,1,2,27.88,31.82,89,7.0015,7,165,172
"6656","2012-03-14 14:00:00",1,0,1,1,28.7,31.82,23,22.0028,61,163,224
"7175","2012-04-17 07:00:00",2,0,1,1,24.6,31.06,43,16.9979,18,443,461
"2218","2011-05-19 07:00:00",2,0,1,2,20.5,24.24,100,0,18,239,257
"5195","2011-12-10 12:00:00",4,0,0,1,13.12,14.395,45,27.9993,48,235,283
"5567","2012-01-07 01:00:00",1,0,0,1,15.58,19.695,46,11.0014,6,56,62
"10258","2012-11-12 19:00:00",4,1,0,1,22.14,25.76,73,19.0012,30,323,353
"1737","2011-04-18 06:00:00",2,0,1,1,16.4,20.455,82,0,3,51,54
"1405","2011-04-04 09:00:00",2,0,1,2,20.5,24.24,51,26.0027,24,134,158
"8373","2012-07-10 05:00:00",3,0,1,1,27.06,30.305,83,8.9981,3,39,42
"5975","2012-02-05 03:00:00",1,0,0,3,9.84,12.88,87,6.0032,4,13,17
"5174","2011-12-09 15:00:00",4,0,1,1,15.58,19.695,46,19.0012,29,160,189
"9240","2012-09-08 08:00:00",3,0,0,1,28.7,33.335,79,22.0028,33,197,230
"856","2011-02-19 02:00:00",1,0,0,1,18.04,21.97,13,26.0027,3,14,17
"9919","2012-10-17 15:00:00",4,0,1,2,23.78,27.275,43,15.0013,62,239,301
"6568","2012-03-10 21:00:00",1,0,0,1,12.3,14.395,39,15.0013,16,94,110
"10617","2012-12-08 18:00:00",4,0,0,1,16.4,20.455,87,7.0015,40,264,304
"7566","2012-05-14 14:00:00",2,0,1,2,25.42,29.545,73,16.9979,43,128,171
"3651","2011-09-03 00:00:00",3,0,0,2,26.24,30.305,73,7.0015,22,65,87
"4945","2011-11-19 02:00:00",4,0,0,1,9.84,12.12,56,11.0014,12,34,46
"6797","2012-04-01 11:00:00",2,0,0,2,16.4,20.455,71,12.998,180,271,451
"5655","2012-01-10 18:00:00",1,0,1,1,16.4,20.455,40,7.0015,13,372,385
"5364","2011-12-17 13:00:00",4,0,0,2,11.48,13.635,48,16.9979,32,204,236
"4562","2011-11-03 03:00:00",4,0,1,1,13.94,16.665,81,8.9981,1,4,5
"7447","2012-05-09 15:00:00",2,0,1,2,26.24,31.06,53,7.0015,68,191,259
"2583","2011-06-15 12:00:00",2,0,1,1,28.7,31.82,34,15.0013,33,178,211
"753","2011-02-14 17:00:00",1,0,1,1,18.86,22.725,33,40.9973,25,218,243
"4148","2011-10-04 20:00:00",4,0,1,1,21.32,25,68,15.0013,25,236,261
"1609","2011-04-12 22:00:00",2,0,1,2,16.4,20.455,94,19.9995,7,47,54
"9959","2012-10-19 07:00:00",4,0,1,3,22.14,25.76,94,0,5,149,154
"2564","2011-06-14 17:00:00",2,0,1,3,26.24,31.06,50,19.0012,85,484,569
"10400","2012-11-18 17:00:00",4,0,0,2,15.58,19.695,66,16.9979,48,232,280
"1780","2011-05-01 01:00:00",2,0,0,1,17.22,21.21,69,7.0015,9,50,59
"762","2011-02-15 02:00:00",1,0,1,1,11.48,11.365,41,46.0022,1,2,3
"5086","2011-12-05 23:00:00",4,0,1,2,18.86,22.725,88,8.9981,8,54,62
"385","2011-01-17 12:00:00",1,1,0,2,7.38,9.85,47,8.9981,10,70,80
"2413","2011-06-08 10:00:00",2,0,1,1,33.62,37.12,43,15.0013,27,63,90
"10170","2012-11-09 03:00:00",4,0,1,1,13.12,14.395,53,27.9993,3,6,9
"709","2011-02-12 20:00:00",1,0,0,1,10.66,12.88,41,15.0013,1,39,40
"354","2011-01-16 05:00:00",1,0,0,2,10.66,12.88,56,11.0014,1,1,2
"4646","2011-11-06 15:00:00",4,0,0,1,19.68,23.485,51,12.998,96,210,306
"9274","2012-09-09 18:00:00",3,0,0,1,27.06,31.06,36,16.9979,156,404,560
"8522","2012-07-16 10:00:00",3,0,1,1,32.8,38.635,59,0,69,117,186
"6486","2012-03-07 11:00:00",1,0,1,1,17.22,21.21,38,19.9995,33,128,161
"8284","2012-07-06 12:00:00",3,0,1,1,36.08,37.88,28,7.0015,111,220,331
"6365","2012-03-02 10:00:00",1,0,1,1,14.76,17.425,50,11.0014,14,118,132
"2892","2011-07-09 09:00:00",3,0,0,1,30.34,34.09,58,19.0012,77,170,247
"7332","2012-05-04 20:00:00",2,0,1,1,27.88,31.82,51,7.0015,58,255,313
"4941","2011-11-18 22:00:00",4,0,1,1,10.66,13.635,52,7.0015,9,88,97
"8011","2012-06-14 03:00:00",2,0,1,2,25.42,31.06,53,19.0012,1,4,5
"2609","2011-06-16 14:00:00",2,0,1,2,29.52,33.335,54,22.0028,39,114,153
"4557","2011-11-02 22:00:00",4,0,1,1,14.76,17.425,71,8.9981,7,99,106
"41","2011-01-02 17:00:00",1,0,0,1,13.94,16.665,57,12.998,7,58,65
"8950","2012-08-15 06:00:00",3,0,1,1,26.24,29.545,78,7.0015,12,160,172
"9499","2012-09-19 03:00:00",3,0,1,2,21.32,25,63,16.9979,1,4,5
"6385","2012-03-03 06:00:00",1,0,0,2,14.76,18.18,93,6.0032,1,6,7
"5765","2012-01-15 08:00:00",1,0,0,1,4.92,6.06,54,15.0013,2,34,36
"8267","2012-07-05 19:00:00",3,0,1,2,36.08,40.15,39,16.9979,128,375,503
"8561","2012-07-18 01:00:00",3,0,1,1,31.16,36.365,66,7.0015,2,14,16
"8228","2012-07-04 04:00:00",3,1,0,1,27.88,31.82,69,16.9979,5,11,16
"2698","2011-07-01 07:00:00",3,0,1,1,27.06,31.06,54,7.0015,25,218,243
"860","2011-02-19 06:00:00",1,0,0,1,16.4,20.455,17,27.9993,3,3,6
"6786","2012-04-01 00:00:00",2,0,0,2,14.76,16.665,76,16.9979,8,59,67
"2780","2011-07-04 17:00:00",3,1,0,1,32.8,36.365,46,0,240,196,436
"8432","2012-07-12 16:00:00",3,0,1,1,32.8,35.605,36,12.998,69,370,439
"4326","2011-10-12 06:00:00",4,0,1,2,22.14,25.76,88,16.9979,5,107,112
"8026","2012-06-14 18:00:00",2,0,1,1,30.34,33.335,42,12.998,107,716,823
"1061","2011-03-08 17:00:00",1,0,1,1,14.76,17.425,27,15.0013,39,209,248
"5186","2011-12-10 03:00:00",4,0,0,2,11.48,15.15,61,6.0032,5,20,25
"6674","2012-03-15 08:00:00",1,0,1,1,18.04,21.97,77,7.0015,21,602,623
"477","2011-02-02 22:00:00",1,0,1,1,9.02,10.605,44,16.9979,5,35,40
"3996","2011-09-17 12:00:00",3,0,0,2,21.32,25,67,15.0013,115,257,372
"9657","2012-10-06 17:00:00",4,0,0,1,22.14,25.76,49,26.0027,268,342,610
"10097","2012-11-06 01:00:00",4,0,1,1,9.84,12.12,60,11.0014,0,8,8
"3325","2011-08-08 10:00:00",3,0,1,1,32.8,37.12,52,26.0027,62,62,124
"992","2011-03-05 18:00:00",1,0,0,2,19.68,23.485,59,22.0028,37,115,152
"9018","2012-08-18 02:00:00",3,0,0,3,25.42,28.03,88,11.0014,4,39,43
"1163","2011-03-13 03:00:00",1,0,0,1,13.94,16.665,76,8.9981,6,17,23
"7146","2012-04-16 02:00:00",2,1,0,1,24.6,30.305,64,16.9979,5,9,14
"10631","2012-12-09 08:00:00",4,0,0,3,16.4,20.455,87,11.0014,1,68,69
"2428","2011-06-09 01:00:00",2,0,1,1,30.34,35.605,79,7.0015,3,13,16
"2264","2011-06-02 05:00:00",2,0,1,1,27.06,31.06,39,15.0013,3,28,31
"3296","2011-08-07 05:00:00",3,0,0,1,28.7,33.335,89,12.998,1,4,5
"1704","2011-04-16 21:00:00",2,0,0,2,18.04,21.97,94,0,1,13,14
"10002","2012-11-02 02:00:00",4,0,1,1,13.12,15.91,66,11.0014,3,7,10
"1786","2011-05-01 07:00:00",2,0,0,2,17.22,21.21,77,6.0032,7,26,33
"7479","2012-05-10 23:00:00",2,0,1,1,19.68,23.485,48,7.0015,23,112,135
"2543","2011-06-13 20:00:00",2,0,1,1,26.24,31.06,44,16.9979,78,253,331
"10416","2012-11-19 09:00:00",4,0,1,2,14.76,16.665,66,16.9979,18,260,278
"10108","2012-11-06 12:00:00",4,0,1,1,13.12,16.665,45,8.9981,31,217,248
"3261","2011-08-05 18:00:00",3,0,1,1,31.16,34.85,52,16.9979,105,361,466
"858","2011-02-19 04:00:00",1,0,0,1,16.4,20.455,15,22.0028,0,3,3
"10685","2012-12-11 14:00:00",4,0,1,2,15.58,19.695,50,15.0013,19,185,204
"8469","2012-07-14 05:00:00",3,0,0,2,26.24,30.305,73,7.0015,0,5,5
"7861","2012-06-07 21:00:00",2,0,1,1,25.42,31.06,41,22.0028,30,283,313
"2319","2011-06-04 12:00:00",2,0,0,1,28.7,31.82,32,11.0014,150,270,420
"5415","2011-12-19 16:00:00",4,0,1,1,16.4,20.455,40,16.9979,19,189,208
"4250","2011-10-09 02:00:00",4,0,0,1,18.86,22.725,88,0,20,35,55
"8457","2012-07-13 17:00:00",3,0,1,2,32.8,35.605,36,11.0014,138,697,835
"3727","2011-09-06 05:00:00",3,0,1,3,22.14,25.76,88,23.9994,1,20,21
"9091","2012-09-02 03:00:00",3,0,0,1,27.06,29.545,89,6.0032,9,33,42
